declaracion.situacionPatrimonial.datosGenerales.curp,declaracion.situacionPatrimonial.ingresos.totalIngresosAnualesNetos.valor
GUAM820814HVZTNR08,1263060
GUAM820814HVZTNR08,1303752
GUAM820814HVZTNR08,359825
GUAM820814HVZTNR08,
GUAM820814HVZTNR08,1206264
GUAM820814HVZTNR08,1259904
QUHJ790714MSNRRC09,
GUAM820814HVZTNR08,
GUAM820814HVZTNR08,1168140
QUHJ790714MSNRRC09,4528188
QUHJ790714MSNRRC09,1769140
QUHJ790714MSNRRC09,4347720
QUHJ790714MSNRRC09,5214624
BOBE830617MAGTRN01,285845
BOBE830617MAGTRN01,1238592
QUHJ790714MSNRRC09,5343696
BOBE830617MAGTRN01,
BOBE830617MAGTRN01,1186512
QUHJ790714MSNRRC09,5019120
QUHJ790714MSNRRC09,
BOBE830617MAGTRN01,1163676
BOBE830617MAGTRN01,1261056
BOBE830617MAGTRN01,
PUPA861119HVZNLG07,
PUPA861119HVZNLG07,430405
BOBE830617MAGTRN01,1272048
PUPA861119HVZNLG07,1697640
PUPA861119HVZNLG07,1620660
PUPA861119HVZNLG07,1645212
PUPA861119HVZNLG07,1636944
PUPA861119HVZNLG07,1826136
COTE860204HAGRJL09,412180
COTE860204HAGRJL09,1597668
COTE860204HAGRJL09,
COTE860204HAGRJL09,1723608
COTE860204HAGRJL09,1631376
COTE860204HAGRJL09,1729584
PUPA861119HVZNLG07,
ESVA890417MDFTZ 06,
COTE860204HAGRJL09,1729668
ESVA890417MDFTZ 06,768000
ESVA890417MDFTZ 06,768000
ESVA890417MDFTZ 06,160000
COTE860204HAGRJL09,
ESVA890417MDFTZ 06,768000
ESVA890417MDFTZ 06,768000
ESVA890417MDFTZ 06,768000
ESVA890417MDFTZ 06,
ALGJ780015HVZVMR07,377055
ALGJ780015HVZVMR07,1681224
ALGJ780015HVZVMR07,1643808
ALGJ780015HVZVMR07,1640844
ALGJ780015HVZVMR07,1676496
ALGJ780015HVZVMR07,1653144
ALGJ780015HVZVMR07,
MOCB861117MSNNRR08,
ALGJ780015HVZVMR07,
MOCB861117MSNNRR08,1697440
MOCB861117MSNNRR08,5139684
MOCB861117MSNNRR08,5975832
MOCB861117MSNNRR08,6042636
XISJ890323MDFCMM08,4820184
XISJ890323MDFCMM08,
MOCB861117MSNNRR08,5043360
MOCB861117MSNNRR08,5301528
XISJ890323MDFCMM08,5016636
XISJ890323MDFCMM08,1663705
MOCB861117MSNNRR08,
XISJ890323MDFCMM08,5221248
CECS710311HVZRRR01,
XISJ890323MDFCMM08,5174472
CECS710311HVZRRR01,506688
XISJ890323MDFCMM08,5363892
CECS710311HVZRRR01,506688
CECS710311HVZRRR01,105560
CECS710311HVZRRR01,506688
XISJ890323MDFCMM08,
BEDR860306MVZRMS05,
BEDR860306MVZRMS05,1098600
CECS710311HVZRRR01,506688
CECS710311HVZRRR01,506688
BEDR860306MVZRMS05,311425
BEDR860306MVZRMS05,1006380
BEDR860306MVZRMS05,1126044
BEDR860306MVZRMS05,1196256
CECS710311HVZRRR01,
MAHA870907MAGTRX02,
BEDR860306MVZRMS05,1115088
MAHA870907MAGTRX02,160000
MAHA870907MAGTRX02,768000
BEDR860306MVZRMS05,
MAHA870907MAGTRX02,768000
MAHA870907MAGTRX02,768000
MAHA870907MAGTRX02,768000
MAHA870907MAGTRX02,768000
KAPL711021HDFRCN04,
MAHA870907MAGTRX02,
KAPL711021HDFRCN04,105560
KAPL711021HDFRCN04,506688
KAPL711021HDFRCN04,506688
KAPL711021HDFRCN04,506688
KAPL711021HDFRCN04,506688
KAPL711021HDFRCN04,506688
KAPL711021HDFRCN04,
PERD830620MDFRLL09,
PERD830620MDFRLL09,2082065
PERD830620MDFRLL09,4901952
PERD830620MDFRLL09,4884132
PERD830620MDFRLL09,5334192
PERD830620MDFRLL09,5475852
LEVJ720915HVZBLL06,126855
LEVJ720915HVZBLL06,
LEVJ720915HVZBLL06,608904
LEVJ720915HVZBLL06,608904
PERD830620MDFRLL09,
LEVJ720915HVZBLL06,608904
LEVJ720915HVZBLL06,608904
PERD830620MDFRLL09,4933176
VECA851127MVZRNF05,160000
LEVJ720915HVZBLL06,608904
LEVJ720915HVZBLL06,
VECA851127MVZRNF05,
VECA851127MVZRNF05,768000
VECA851127MVZRNF05,768000
VECA851127MVZRNF05,768000
VECA851127MVZRNF05,768000
VECA851127MVZRNF05,768000
AVVA770210MPULLT08,1869385
VECA851127MVZRNF05,
AVVA770210MPULLT08,4856352
AVVA770210MPULLT08,4920192
AVVA770210MPULLT08,
AVVA770210MPULLT08,4945476
AVVA770210MPULLT08,6337104
AVVA770210MPULLT08,4974672
ECLI800425MSNHMN06,
ECLI800425MSNHMN06,424865
AVVA770210MPULLT08,
ECLI800425MSNHMN06,1757496
ECLI800425MSNHMN06,1593132
ECLI800425MSNHMN06,1695264
ECLI800425MSNHMN06,1673400
JADI710303HPUMMC06,
JADI710303HPUMMC06,388075
ECLI800425MSNHMN06,
ECLI800425MSNHMN06,1659612
JADI710303HPUMMC06,1806108
JADI710303HPUMMC06,1721160
JADI710303HPUMMC06,1723968
JADI710303HPUMMC06,1627716
PRSL700513MPURNL06,5254992
JADI710303HPUMMC06,
PRSL700513MPURNL06,1347380
PRSL700513MPURNL06,
PRSL700513MPURNL06,4754916
PRSL700513MPURNL06,4335060
JADI710303HPUMMC06,1709580
PRSL700513MPURNL06,
VIQE770118MDFLVT06,
PRSL700513MPURNL06,5698956
VIQE770118MDFLVT06,126855
VIQE770118MDFLVT06,608904
PRSL700513MPURNL06,5333736
VIQE770118MDFLVT06,608904
VIQE770118MDFLVT06,608904
COXI840212MSNLNN03,
VIQE770118MDFLVT06,608904
VIQE770118MDFLVT06,608904
COXI840212MSNLNN03,278440
COXI840212MSNLNN03,1122576
COXI840212MSNLNN03,1242120
COXI840212MSNLNN03,1161768
VIQE770118MDFLVT06,
IRLM770624MDFZVR08,
COXI840212MSNLNN03,1238508
COXI840212MSNLNN03,1230264
IRLM770624MDFZVR08,506688
IRLM770624MDFZVR08,506688
IRLM770624MDFZVR08,105560
IRLM770624MDFZVR08,506688
IRLM770624MDFZVR08,506688
IRLM770624MDFZVR08,506688
SASJ781011HVZZCN03,
IRLM770624MDFZVR08,
COXI840212MSNLNN03,
SASJ781011HVZZCN03,600000
SASJ781011HVZZCN03,600000
SASJ781011HVZZCN03,125000
SASJ781011HVZZCN03,600000
SASJ781011HVZZCN03,600000
SASJ781011HVZZCN03,
YATA830324HPUGRN09,1692930
SASJ781011HVZZCN03,600000
YATA830324HPUGRN09,6924156
YATA830324HPUGRN09,
YATA830324HPUGRN09,6932856
YATA830324HPUGRN09,6047292
YATA830324HPUGRN09,6729528
AGMM830022HDFSRR09,289955
YATA830324HPUGRN09,7037436
AGMM830022HDFSRR09,
YATA830324HPUGRN09,
AGMM830022HDFSRR09,1207200
AGMM830022HDFSRR09,1039716
AGMM830022HDFSRR09,1105380
AGMM830022HDFSRR09,1198332
AGMM830022HDFSRR09,1030176
PABE820914HDFTTC09,
AGMM830022HDFSRR09,
PABE820914HDFTTC09,768000
PABE820914HDFTTC09,160000
PABE820914HDFTTC09,768000
PABE820914HDFTTC09,768000
URAM710501HVZRYY02,
PABE820914HDFTTC09,
URAM710501HVZRYY02,1376112
URAM710501HVZRYY02,277715
URAM710501HVZRYY02,1293504
PABE820914HDFTTC09,768000
URAM710501HVZRYY02,1298304
NERM710113MVZVZG03,
URAM710501HVZRYY02,1242120
URAM710501HVZRYY02,1114356
NERM710113MVZVZG03,125000
NERM710113MVZVZG03,600000
NERM710113MVZVZG03,600000
NERM710113MVZVZG03,600000
PABE820914HDFTTC09,768000
NERM710113MVZVZG03,600000
URAM710501HVZRYY02,
ZEBJ700211HDFLRN07,
NERM710113MVZVZG03,600000
NERM710113MVZVZG03,
ZEBJ700211HDFLRN07,1649150
ZEBJ700211HDFLRN07,4948932
ZEBJ700211HDFLRN07,5221152
ZEBJ700211HDFLRN07,5107272
ZEBJ700211HDFLRN07,5104560
SARA720108MAGMBB06,1190136
ZEBJ700211HDFLRN07,5239716
SARA720108MAGMBB06,281030
SARA720108MAGMBB06,
SARA720108MAGMBB06,1027752
ZEBJ700211HDFLRN07,
SARA720108MAGMBB06,1076508
SARA720108MAGMBB06,1033968
PAPM710913HVZGLR06,4206984
PAPM710913HVZGLR06,1618860
SARA720108MAGMBB06,
PAPM710913HVZGLR06,
SARA720108MAGMBB06,986640
PAPM710913HVZGLR06,5579040
PAPM710913HVZGLR06,4412400
BEVM760617HDFRLR01,
PAPM710913HVZGLR06,5240412
BEVM760617HDFRLR01,285245
BEVM760617HDFRLR01,1198704
PAPM710913HVZGLR06,5139924
BEVM760617HDFRLR01,1280136
BEVM760617HDFRLR01,1277148
BEVM760617HDFRLR01,1363728
BEVM760617HDFRLR01,1247760
PAPM710913HVZGLR06,
BEVM760617HDFRLR01,
BÁVM810619MSNZLY01,
BÁVM810619MSNZLY01,1927355
BÁVM810619MSNZLY01,6391368
BÁVM810619MSNZLY01,6429216
BÁVM810619MSNZLY01,6290100
BÁVM810619MSNZLY01,5897592
BÁVM810619MSNZLY01,6673248
ALOS820902MSNNTR07,
BÁVM810619MSNZLY01,
ALOS820902MSNNTR07,1343436
ALOS820902MSNNTR07,1260744
ALOS820902MSNNTR07,1237752
ALOS820902MSNNTR07,295900
ALOS820902MSNNTR07,1204140
MAOM870603HAGNRR04,
ALOS820902MSNNTR07,
ALOS820902MSNNTR07,1176276
MAOM870603HAGNRR04,6438264
MAOM870603HAGNRR04,5919072
MAOM870603HAGNRR04,6516756
MAOM870603HAGNRR04,1922330
SIMC800018MAGRJC05,
MAOM870603HAGNRR04,
SIMC800018MAGRJC05,125000
SIMC800018MAGRJC05,600000
MAOM870603HAGNRR04,6712548
SIMC800018MAGRJC05,600000
MAOM870603HAGNRR04,5567064
SIMC800018MAGRJC05,600000
SIMC800018MAGRJC05,600000
ORBD830015HDFNRG08,
SIMC800018MAGRJC05,600000
SIMC800018MAGRJC05,
ORBD830015HDFNRG08,2092715
ORBD830015HDFNRG08,6128304
ORBD830015HDFNRG08,6302712
ORBD830015HDFNRG08,6921420
ORBD830015HDFNRG08,7343988
ORBD830015HDFNRG08,6685716
ORBD830015HDFNRG08,
LOOL800903HPUNMR09,1647820
LOOL800903HPUNMR09,
LOOL800903HPUNMR09,6202956
LOOL800903HPUNMR09,5071428
LOOL800903HPUNMR09,5886672
LOOL800903HPUNMR09,5463936
LOOL800903HPUNMR09,6028008
REQD790023HSNNRG06,4888980
REQD790023HSNNRG06,
REQD790023HSNNRG06,4990560
LOOL800903HPUNMR09,
QUDX870101HPUÑLC02,
REQD790023HSNNRG06,1835630
REQD790023HSNNRG06,4530300
REQD790023HSNNRG06,5070432
REQD790023HSNNRG06,4340676
QUDX870101HPUÑLC02,768000
QUDX870101HPUÑLC02,160000
REQD790023HSNNRG06,
QUDX870101HPUÑLC02,768000
QUDX870101HPUÑLC02,768000
QUDX870101HPUÑLC02,768000
PRDC720505HVZR R06,
QUDX870101HPUÑLC02,768000
QUDX870101HPUÑLC02,
PRDC720505HVZR R06,160000
PRDC720505HVZR R06,768000
PRDC720505HVZR R06,768000
PRDC720505HVZR R06,768000
PRDC720505HVZR R06,768000
PRDC720505HVZR R06,768000
PRDC720505HVZR R06,
ORYM790401MSNTBR09,
ORYM790401MSNTBR09,5317656
ORYM790401MSNTBR09,4753068
ORYM790401MSNTBR09,4610100
ORYM790401MSNTBR09,1840565
GIMB890807HVZRTR03,1583295
ORYM790401MSNTBR09,4919532
ORYM790401MSNTBR09,5183652
ORYM790401MSNTBR09,
GIMB890807HVZRTR03,
GIMB890807HVZRTR03,5717436
GIMB890807HVZRTR03,4974600
GIMB890807HVZRTR03,5329572
GIMB890807HVZRTR03,4370880
VAMT800708MAGRTD03,
VAMT800708MAGRTD03,125000
GIMB890807HVZRTR03,
VAMT800708MAGRTD03,600000
VAMT800708MAGRTD03,600000
VAMT800708MAGRTD03,600000
VAMT800708MAGRTD03,600000
VAMT800708MAGRTD03,600000
VAVA720601HDFLCT06,
VAVA720601HDFLCT06,1941740
VAMT800708MAGRTD03,
VAVA720601HDFLCT06,4439016
VAVA720601HDFLCT06,4666596
VAVA720601HDFLCT06,5269860
VAVA720601HDFLCT06,4367400
GIMB890807HVZRTR03,4343664
VAVA720601HDFLCT06,
QUAL850412HDFVNL04,1466080
QUAL850412HDFVNL04,
QUAL850412HDFVNL04,4910676
QUAL850412HDFVNL04,4129572
QUAL850412HDFVNL04,5203200
GUAM810902HSNTDT05,
QUAL850412HDFVNL04,4917132
GUAM810902HSNTDT05,125000
GUAM810902HSNTDT05,600000
VAVA720601HDFLCT06,4734816
QUAL850412HDFVNL04,
QUAL850412HDFVNL04,5205828
GUAM810902HSNTDT05,600000
GUAM810902HSNTDT05,600000
GUAM810902HSNTDT05,600000
COTA840123MSNLR 01,
GUAM810902HSNTDT05,
GUAM810902HSNTDT05,600000
COTA840123MSNLR 01,287390
COTA840123MSNLR 01,1187232
COTA840123MSNLR 01,1136664
COTA840123MSNLR 01,1206600
COTA840123MSNLR 01,1205028
LÓRE860323MDFPDP05,
LÓRE860323MDFPDP05,1947960
COTA840123MSNLR 01,1288920
COTA840123MSNLR 01,
LÓRE860323MDFPDP05,6296460
LÓRE860323MDFPDP05,6084336
CASM790025HDFMNR02,
LÓRE860323MDFPDP05,7102776
LÓRE860323MDFPDP05,6897612
LÓRE860323MDFPDP05,
CASM790025HDFMNR02,768000
CASM790025HDFMNR02,160000
CASM790025HDFMNR02,768000
LÓRE860323MDFPDP05,6284268
KACF870317HVZNSR04,
CASM790025HDFMNR02,768000
CASM790025HDFMNR02,
KACF870317HVZNSR04,371280
KACF870317HVZNSR04,1663920
KACF870317HVZNSR04,1560264
CASM790025HDFMNR02,768000
KACF870317HVZNSR04,1766928
CASM790025HDFMNR02,768000
KACF870317HVZNSR04,1641204
TÓHJ710009MPURRL03,
TÓHJ710009MPURRL03,160000
KACF870317HVZNSR04,1556556
TÓHJ710009MPURRL03,768000
TÓHJ710009MPURRL03,768000
TÓHJ710009MPURRL03,768000
TÓHJ710009MPURRL03,768000
MAGS710119MDFYTF09,
TÓHJ710009MPURRL03,768000
TÓHJ710009MPURRL03,
MAGS710119MDFYTF09,1609665
MAGS710119MDFYTF09,5461092
KACF870317HVZNSR04,
MAGS710119MDFYTF09,5453760
MAGS710119MDFYTF09,6338040
MAGS710119MDFYTF09,5318616
XARI830120HVZNSN01,
XARI830120HVZNSN01,2135630
XARI830120HVZNSN01,6733404
MAGS710119MDFYTF09,
MAGS710119MDFYTF09,5808888
XARI830120HVZNSN01,6194148
XARI830120HVZNSN01,7064136
XARI830120HVZNSN01,6125652
XARI830120HVZNSN01,
ALLF860401MAGMRR07,
XARI830120HVZNSN01,6005508
ALLF860401MAGMRR07,5089440
ALLF860401MAGMRR07,5907948
ALLF860401MAGMRR07,1443780
ALLF860401MAGMRR07,5070432
CEEG860317HPURPL05,105560
ALLF860401MAGMRR07,
CEEG860317HPURPL05,
ALLF860401MAGMRR07,5108184
CEEG860317HPURPL05,506688
CEEG860317HPURPL05,506688
CEEG860317HPURPL05,506688
CEEG860317HPURPL05,506688
CEEG860317HPURPL05,506688
ALLF860401MAGMRR07,5009412
CEEG860317HPURPL05,
SAOX770415HAGNVM05,277365
SAOX770415HAGNVM05,1265844
SAOX770415HAGNVM05,
SAOX770415HAGNVM05,1271808
SAOX770415HAGNVM05,1369836
SAOX770415HAGNVM05,
SECR780920HVZGSB08,
SAOX770415HAGNVM05,1133172
SECR780920HVZGSB08,6816216
SAOX770415HAGNVM05,1161276
SECR780920HVZGSB08,6603288
SECR780920HVZGSB08,6814320
SECR780920HVZGSB08,1877540
RIEL730213HSNJQS07,
SECR780920HVZGSB08,6401268
RIEL730213HSNJQS07,768000
SECR780920HVZGSB08,7555776
RIEL730213HSNJQS07,768000
RIEL730213HSNJQS07,768000
RIEL730213HSNJQS07,160000
RIEL730213HSNJQS07,768000
RIEL730213HSNJQS07,768000
BONM760516MDFTRR06,
BONM760516MDFTRR06,256955
SECR780920HVZGSB08,
RIEL730213HSNJQS07,
BONM760516MDFTRR06,1105992
BONM760516MDFTRR06,1186200
BONM760516MDFTRR06,1037700
BONM760516MDFTRR06,1086984
BONM760516MDFTRR06,
CAYF830017HSNRBR07,1831435
CAYF830017HSNRBR07,4291392
CAYF830017HSNRBR07,
CAYF830017HSNRBR07,5203368
CAYF830017HSNRBR07,5282688
BONM760516MDFTRR06,1141884
COOV820426HSNLTC06,
CAYF830017HSNRBR07,4488324
CAYF830017HSNRBR07,4344780
COOV820426HSNLTC06,336690
COOV820426HSNLTC06,1589616
COOV820426HSNLTC06,1584852
COOV820426HSNLTC06,1706604
COOV820426HSNLTC06,1691076
COOV820426HSNLTC06,
MOMM880803HSNNRR09,
COOV820426HSNLTC06,1730400
MOMM880803HSNNRR09,1596084
MOMM880803HSNNRR09,446020
MOMM880803HSNNRR09,1493388
MOMM880803HSNNRR09,1645464
MOMM880803HSNNRR09,1649148
MOMM880803HSNNRR09,1719336
CAYF830017HSNRBR07,
ZÚKE790623HAGÑRC03,
MOMM880803HSNNRR09,
ZÚKE790623HAGÑRC03,6378324
ZÚKE790623HAGÑRC03,2145205
ZÚKE790623HAGÑRC03,6499752
ZÚKE790623HAGÑRC03,5733024
ZÚKE790623HAGÑRC03,5393520
ALAJ830425MVZNSR05,1512855
ZÚKE790623HAGÑRC03,5802036
ALAJ830425MVZNSR05,5431212
ALAJ830425MVZNSR05,5262216
ALAJ830425MVZNSR05,4952364
ALAJ830425MVZNSR05,
ZÚKE790623HAGÑRC03,
ALAJ830425MVZNSR05,5081664
AYCA841003HVZLR 09,105560
AYCA841003HVZLR 09,
AYCA841003HVZLR 09,506688
AYCA841003HVZLR 09,506688
ALAJ830425MVZNSR05,
AYCA841003HVZLR 09,506688
ALAJ830425MVZNSR05,6105228
AYCA841003HVZLR 09,506688
AYCA841003HVZLR 09,506688
GOCJ860507MSNLMM07,411860
GOCJ860507MSNLMM07,
GOCJ860507MSNLMM07,1689936
GOCJ860507MSNLMM07,1676724
GOCJ860507MSNLMM07,1589472
GOCJ860507MSNLMM07,1752684
AYCA841003HVZLR 09,
GOCJ860507MSNLMM07,1520868
GOCJ860507MSNLMM07,
MACM780321HAGTDR09,6008436
MACM780321HAGTDR09,1779190
MACM780321HAGTDR09,6451836
MACM780321HAGTDR09,4875924
MACM780321HAGTDR09,6427512
MACM780321HAGTDR09,4880064
IRBM740801MSNZDR01,
MACM780321HAGTDR09,
MACM780321HAGTDR09,
IRBM740801MSNZDR01,600000
IRBM740801MSNZDR01,600000
IRBM740801MSNZDR01,600000
IRBM740801MSNZDR01,600000
ROCR780412MVZSRL03,
IRBM740801MSNZDR01,125000
IRBM740801MSNZDR01,600000
ROCR780412MVZSRL03,5472876
ROCR780412MVZSRL03,1715895
ROCR780412MVZSRL03,4981716
ROCR780412MVZSRL03,5309196
IRBM740801MSNZDR01,
ROCR780412MVZSRL03,5287656
ROCR780412MVZSRL03,5613624
BRAM880908HDFRÑR02,1659804
BRAM880908HDFRÑR02,
BRAM880908HDFRÑR02,1683024
ROCR780412MVZSRL03,
BRAM880908HDFRÑR02,1663740
BRAM880908HDFRÑR02,1617324
BRAM880908HDFRÑR02,399645
BRAM880908HDFRÑR02,1661460
TRRC860523HPURQR05,1679255
TRRC860523HPURQR05,5433588
TRRC860523HPURQR05,
TRRC860523HPURQR05,4802640
BRAM880908HDFRÑR02,
TRRC860523HPURQR05,5564124
VEYH740401MSNLGR02,446075
TRRC860523HPURQR05,5358876
TRRC860523HPURQR05,4050072
VEYH740401MSNLGR02,1710060
VEYH740401MSNLGR02,
TRRC860523HPURQR05,
VEYH740401MSNLGR02,1661832
VEYH740401MSNLGR02,1772016
VEYH740401MSNLGR02,1730952
HEPI760304MVZRLS04,
VEYH740401MSNLGR02,
HEPI760304MVZRLS04,600000
HEPI760304MVZRLS04,125000
HEPI760304MVZRLS04,600000
HEPI760304MVZRLS04,600000
ESMG870425MSNQRL04,
HEPI760304MVZRLS04,600000
VEYH740401MSNLGR02,1660536
ESMG870425MSNQRL04,233550
HEPI760304MVZRLS04,
ESMG870425MSNQRL04,1217244
HEPI760304MVZRLS04,600000
ESMG870425MSNQRL04,1114752
ESMG870425MSNQRL04,1312764
ESMG870425MSNQRL04,1235604
ESMG870425MSNQRL04,1316076
BACL700716MDFLNC08,126855
ESMG870425MSNQRL04,
BACL700716MDFLNC08,
BACL700716MDFLNC08,608904
BACL700716MDFLNC08,608904
BACL700716MDFLNC08,608904
BACL700716MDFLNC08,608904
BACL700716MDFLNC08,608904
TRTM861018HSNRRR02,1550495
TRTM861018HSNRRR02,5020872
TRTM861018HSNRRR02,
TRTM861018HSNRRR02,5232228
TRTM861018HSNRRR02,5379744
TRTM861018HSNRRR02,5397480
SAPM890713MPURRR08,
TRTM861018HSNRRR02,5217276
BACL700716MDFLNC08,
SAPM890713MPURRR08,334750
SAPM890713MPURRR08,1404528
SAPM890713MPURRR08,1186896
SAPM890713MPURRR08,1298124
SAPM890713MPURRR08,1246476
MUBR760305HVZNTS02,
SAPM890713MPURRR08,1231044
MUBR760305HVZNTS02,266820
TRTM861018HSNRRR02,
MUBR760305HVZNTS02,1056096
MUBR760305HVZNTS02,1092540
MUBR760305HVZNTS02,1119924
MUBR760305HVZNTS02,1111140
LERÁ890205HDFVLG03,1117836
MUBR760305HVZNTS02,1002024
SAPM890713MPURRR08,
LERÁ890205HDFVLG03,
LERÁ890205HDFVLG03,1183848
LERÁ890205HDFVLG03,1184904
MUBR760305HVZNTS02,
LERÁ890205HDFVLG03,
RODL780112HPULLZ03,
LERÁ890205HDFVLG03,1096044
LERÁ890205HDFVLG03,1099464
RODL780112HPULLZ03,306740
RODL780112HPULLZ03,1149180
RODL780112HPULLZ03,1086012
LERÁ890205HDFVLG03,307730
RODL780112HPULLZ03,1009572
RODL780112HPULLZ03,1178016
RODL780112HPULLZ03,1137192
GARJ800327MSNYVR05,406630
RODL780112HPULLZ03,
GARJ800327MSNYVR05,
GARJ800327MSNYVR05,1659408
GARJ800327MSNYVR05,1555704
GARJ800327MSNYVR05,1679628
GARJ800327MSNYVR05,1662912
GOCB831113HVZDRN02,263530
GARJ800327MSNYVR05,1588212
GOCB831113HVZDRN02,1240104
GARJ800327MSNYVR05,
GOCB831113HVZDRN02,1349472
GOCB831113HVZDRN02,
GOCB831113HVZDRN02,1360704
PABV770912MSNTTC04,
GOCB831113HVZDRN02,1247892
GOCB831113HVZDRN02,1313088
GOCB831113HVZDRN02,
PABV770912MSNTTC04,125000
PABV770912MSNTTC04,600000
PABV770912MSNTTC04,600000
PABV770912MSNTTC04,600000
PACT750814MAGLRD03,
PABV770912MSNTTC04,600000
PABV770912MSNTTC04,
PACT750814MAGLRD03,2354285
PACT750814MAGLRD03,6544320
PACT750814MAGLRD03,7226052
PABV770912MSNTTC04,600000
PACT750814MAGLRD03,5931312
PACT750814MAGLRD03,7015764
PACT750814MAGLRD03,7118676
MABM890607MAGNNN07,
MABM890607MAGNNN07,1890510
MABM890607MAGNNN07,5469804
MABM890607MAGNNN07,4997040
MABM890607MAGNNN07,6194592
MABM890607MAGNNN07,4653084
PACT750814MAGLRD03,
MABM890607MAGNNN07,
FAQM890015HAGJVR01,4977132
MABM890607MAGNNN07,6399804
FAQM890015HAGJVR01,1913275
FAQM890015HAGJVR01,5772048
FAQM890015HAGJVR01,
BEMA850701MDFNNM08,125000
FAQM890015HAGJVR01,5034804
BEMA850701MDFNNM08,
FAQM890015HAGJVR01,4544532
BEMA850701MDFNNM08,600000
BEMA850701MDFNNM08,600000
BEMA850701MDFNNM08,600000
FAQM890015HAGJVR01,4948764
BEMA850701MDFNNM08,600000
BEMA850701MDFNNM08,600000
FAQM890015HAGJVR01,
DUYJ830319HDFRNS05,392015
BEMA850701MDFNNM08,
DUYJ830319HDFRNS05,
DUYJ830319HDFRNS05,1656216
DUYJ830319HDFRNS05,1718892
DUYJ830319HDFRNS05,1584024
DUYJ830319HDFRNS05,1568868
VABL890109MSNLNL09,126855
DUYJ830319HDFRNS05,
DUYJ830319HDFRNS05,1662084
VABL890109MSNLNL09,608904
VABL890109MSNLNL09,
VABL890109MSNLNL09,608904
VABL890109MSNLNL09,608904
VABL890109MSNLNL09,608904
VABL890109MSNLNL09,
VAME890816MVZLST08,
VAME890816MVZLST08,1794010
VAME890816MVZLST08,6802728
VAME890816MVZLST08,6329592
VAME890816MVZLST08,7667724
VAME890816MVZLST08,5977692
VAME890816MVZLST08,7523376
COAG720209MVZRDL09,
VABL890109MSNLNL09,608904
VAME890816MVZLST08,
COAG720209MVZRDL09,2072980
COAG720209MVZRDL09,7074120
COAG720209MVZRDL09,6605244
COAG720209MVZRDL09,7001988
COAG720209MVZRDL09,6386148
BAGM880220MVZNRR01,125000
BAGM880220MVZNRR01,
BAGM880220MVZNRR01,600000
COAG720209MVZRDL09,5687868
BAGM880220MVZNRR01,600000
BAGM880220MVZNRR01,600000
BAGM880220MVZNRR01,600000
BAGM880220MVZNRR01,600000
CAKC750420MVZRNL07,4883664
CAKC750420MVZRNL07,2085400
COAG720209MVZRDL09,
BAGM880220MVZNRR01,
VIMM761113MSNLLR07,
CAKC750420MVZRNL07,
CAKC750420MVZRNL07,4985808
VIMM761113MSNLLR07,768000
CAKC750420MVZRNL07,4485852
CAKC750420MVZRNL07,4649196
VIMM761113MSNLLR07,160000
VIMM761113MSNLLR07,768000
CAKC750420MVZRNL07,
CAKC750420MVZRNL07,4923528
VIMM761113MSNLLR07,768000
VIMM761113MSNLLR07,
CORV750703HVZLJR02,
VIMM761113MSNLLR07,768000
CORV750703HVZLJR02,1198860
CORV750703HVZLJR02,1121352
CORV750703HVZLJR02,1092288
CORV750703HVZLJR02,1094616
CORV750703HVZLJR02,241400
CORV750703HVZLJR02,993156
CORV750703HVZLJR02,
BUBL790601HDFSRS02,600000
BUBL790601HDFSRS02,600000
BUBL790601HDFSRS02,
BUBL790601HDFSRS02,125000
BUBL790601HDFSRS02,600000
BUBL790601HDFSRS02,600000
BUBL790601HDFSRS02,600000
BUBL790601HDFSRS02,
KACT871004MVZRRD04,
KACT871004MVZRRD04,1734845
KACT871004MVZRRD04,4600176
KACT871004MVZRRD04,5419896
KACT871004MVZRRD04,5473596
KACT871004MVZRRD04,5028432
KACT871004MVZRRD04,5164128
VIMM761113MSNLLR07,768000
VIZI700621HVZLRR03,1132800
VIZI700621HVZLRR03,246685
VIZI700621HVZLRR03,
VIZI700621HVZLRR03,1178100
VIZI700621HVZLRR03,1212852
VIZI700621HVZLRR03,1220580
KACT871004MVZRRD04,
VIZI700621HVZLRR03,1109052
KAES790307MVZPQR04,258635
KAES790307MVZPQR04,1147980
KAES790307MVZPQR04,
KAES790307MVZPQR04,1378896
KAES790307MVZPQR04,1249572
KAES790307MVZPQR04,1331532
KAES790307MVZPQR04,1236708
ALPF790902HDFCDD07,
KAES790307MVZPQR04,
ALPF790902HDFCDD07,259880
VIZI700621HVZLRR03,
ALPF790902HDFCDD07,1086516
ALPF790902HDFCDD07,1291236
ALPF790902HDFCDD07,1054908
ALPF790902HDFCDD07,
ALPF790902HDFCDD07,1079544
CAVM760418HAGRNC03,608904
ALPF790902HDFCDD07,1168812
CAVM760418HAGRNC03,126855
CAVM760418HAGRNC03,
CAVM760418HAGRNC03,608904
CAVM760418HAGRNC03,608904
CAVM760418HAGRNC03,608904
CAVM760418HAGRNC03,608904
PRLE811015HVZRYL04,160000
CAVM760418HAGRNC03,
PRLE811015HVZRYL04,768000
PRLE811015HVZRYL04,768000
PRLE811015HVZRYL04,
PRLE811015HVZRYL04,768000
PRLE811015HVZRYL04,768000
